Ingredient name,Role in formulation
S-(CUTIBACTERIUM ACNES OLIGOPEPTIDE-3 OLIGOPEPTIDE-208 CUTIBACTERIUM ACNES OLIGOPEPTIDE-3 GLYCINE),SKIN CONDITIONING - MISCELLANEOUS
S-(LYSYL CUTIBACTERIUM ACNES OLIGOPEPTIDE-2 OLIGOPEPTIDE-209 CUTIBACTERIUM ACNES OLIGOPEPTIDE-2 DIPEPTIDE-15),SKIN CONDITIONING - MISCELLANEOUS
S-ALLYLCYSTEINE,BLEACHING
S-APAMIN SP,SKIN PROTECTING
S-ARACHIDONOYL/LINOLENOYL/LINOLEOYL GLUTATHIONE,ANTIOXIDANT
S-BLACK WIDOW SPIDER HEXAPEPTIDE-1 SP,"ANTIOXIDANT, EYELASH CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-BLACK WIDOW SPIDER PENTAPEPTIDE-1 SP,"ANTIOXIDANT, EYELASH CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-BOX JELLYFISH OCTAPEPTIDE-1 SP,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
S-BOX JELLYFISH PENTAPEPTIDE-1 SP,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1,SKIN CONDITIONING
S-COCONUT ANTIMICROBIAL PEPTIDE 1,ANTIMICROBIAL
S-COW OLIGOPEPTIDE-1 SP,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
S-COW OLIGOPEPTIDE-2 SP,NOT REPORTED
S-COW PENTAPEPTIDE-1 SP,NOT REPORTED
S-CUTIBACTERIUM ACNES OLIGOPEPTIDE-1,SKIN CONDITIONING - MISCELLANEOUS
S-CUTIBACTERIUM ACNES OLIGOPEPTIDE-2,SKIN CONDITIONING - MISCELLANEOUS
S-DNA APTAMER-1,"ANTIOXIDANT, BUFFERING, UV FILTER"
S-DNA APTAMER-2,"ANTIOXIDANT, pH ADJUSTERS, REDUCING, SKIN PROTECTING, UV FILTER"
S-DNA APTAMER-3,"ANTIOXIDANT, REDUCING, SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
S-DNA APTAMER-4,"ANTIOXIDANT, REDUCING, SKIN PROTECTING"
S-DNA APTAMER-5,"ANTIOXIDANT, REDUCING, SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
S-ENTEROBACTERIA PHAGE T4 DECAPEPTIDE-1 SP TRIFLUOROACETATE,SKIN CONDITIONING
S-FROG OCTAPEPTIDE-1 D-LEUCYL D-LYSYL TRIPEPTIDE-90 AMIDE ,"ANTI-SEBUM, ANTIMICROBIAL, PRESERVATIVE, SKIN PROTECTING"
S-FROG OLIGOPEPTIDE-1 AMIDE,"ANTI-SEBUM, ANTIMICROBIAL, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-GLYOXYLOYL ACETYL CYSTEINE,HAIR WAVING OR STRAIGHTENING
S-HIBISCUS SABDARIFFA OLIGOPEPTIDE-1 AMIDE,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-1 ,NOT REPORTED
S-HIV-1 OLIGOPEPTIDE-2 SP,"SKIN CONDITIONING, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-3 SH-OLIGOPEPTIDE-87 LYSINE SP,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-3 SP,"SKIN CONDITIONING, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-4 S-COW OLIGOPEPTIDE-2 SP,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-4 SH-OLIGOPEPTIDE-87 LYSINE SP,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-4 SP,"SKIN CONDITIONING, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-5 SH-DECAPEPTIDE-8 SP,ANTI-SEBUM
S-HIV-1 OLIGOPEPTIDE-5 SP,NOT REPORTED
S-HIV-1 OLIGOPEPTIDE-6,NOT REPORTED
S-HIV-1 OLIGOPEPTIDE-6 SH-OLIGOPEPTIDE-1 SP,"SKIN CONDITIONING, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-7,NOT REPORTED
S-HIV-1 OLIGOPEPTIDE-7 SH-HEPTAPEPTIDE-18 SP,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-HIV-1 OLIGOPEPTIDE-7 SH-OLIGOPEPTIDE-1 SP,"SKIN CONDITIONING, SKIN PROTECTING"
S-LACTOYLGLUTATHIONE,SKIN CONDITIONING
S-MELITTIN,SKIN CONDITIONING
S-METHANOCALDOCOCCUS JANNASCHII HEPTAPEPTIDE-1,SKIN CONDITIONING
S-MOUSE OLIGOPEPTIDE-1,NOT REPORTED
S-MU-CONOTOXIN CNIIIC,SKIN PROTECTING
S-MUSSEL HEXAPEPTIDE-1 SP,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
S-MUSSEL OLIGOPEPTIDE-1,SKIN CONDITIONING
S-MUSSEL POLYPEPTIDE-1,SKIN CONDITIONING
S-OCTOPUS HEXAPEPTIDE-1 SP,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-OCTOPUS PENTAPEPTIDE-1 SP,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-OLIVOYL GLUTATHIONE,ANTIOXIDANT
S-ORIENTAL FIRE-BELLIED TOAD OLIGOPEPTIDE-1,NOT REPORTED
S-PALMITOYLGLUTATHIONE ,ANTIOXIDANT
S-PEA OLIGOPEPTIDE-1 SP,SKIN CONDITIONING
S-PENTADIPLANDRA BRAZZEANA DEFENSIN-LIKE PROTEIN,NOT REPORTED
S-PROPIONIBACTERIUM PHAGE P9.1 POLYPEPTIDE-1,NOT REPORTED
S-RATTLESNAKE DECAPEPTIDE-1 AMIDE,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-RICE POLYPEPTIDE-1,SKIN CONDITIONING - MISCELLANEOUS
S-RICE POLYPEPTIDE-2,SKIN CONDITIONING - MISCELLANEOUS
S-RNA,SKIN CONDITIONING
S-RNA-2,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS"
S-RNA-3,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS"
S-RNA-4,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS"
S-SEA ANEMONE HEPTAPEPTIDE-1 SP,"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
S-SILKWORM OLIGOPEPTIDE-1 SP,NOT REPORTED
S-SNAIL OLIGOPEPTIDE-1,NOT REPORTED
S-SOLITARY BEE OLIGOPEPTIDE-1,NOT REPORTED
S-SOYBEAN OLIGOPEPTIDE-1 SP,SKIN CONDITIONING - MISCELLANEOUS
S-SPIDER OLIGOPEPTIDE-1,NOT REPORTED
S-SPIDER POLYPEPTIDE-6,NOT REPORTED
S-STAPHYLOCOCCUS AUREUS POLYPEPTIDE-1,NOT REPORTED
S-STEAROYL GLUTATHIONE,ANTIOXIDANT
S-SYRINGOYL ACETYL ETHYL CYSTEINATE,SKIN CONDITIONING
S-SYRINGOYL ACETYL METHYL CYSTEINATE,SKIN CONDITIONING
S-TEPIDAMORPHUS GEMMATUS OLIGOPEPTIDE-1 SP,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
S-TERTIAPIN SP,SKIN PROTECTING
S-VIPER CYSTEINE-RICH VENOM PROTEIN,SKIN PROTECTING
S-WATER BEAR OCTAPEPTIDE-1,"ANTIOXIDANT, EYELASH CONDITIONING, SKIN CONDITIONING - OCCLUSIVE, SKIN PROTECTING"
SACCHARATED LIME,EMULSION STABILISING
SACCHARIDE ISOMERATE,HUMECTANT
SACCHARIN,"FRAGRANCE, ORAL CARE"
SACCHAROMYCES,"ANTI-SEBUM, ANTIMICROBIAL, BINDING, SKIN PROTECTING"
SACCHAROMYCES EXTRACT,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
SACCHAROMYCES LYSATE FILTRATE,"HAIR CONDITIONING, SKIN PROTECTING"
SACCHAROMYCES/(ALPINIA ZERUMBET/ORIGANUM MAJORANA) LEAF/RICE FERMENT FILTRATE ,"HUMECTANT, SKIN CONDITIONING"
SACCHAROMYCES/(PANAX GINSENG/OPHIOPOGON JAPONICUS) ROOT/RHUS SEMIALATA GALL/(EUCALYPTUS GLOBULUS/ALCHEMILLA VULGARIS)LEAF/HIZIKIA FUSIFORME/SALICORNIA HERBACEA/SARGASSUM FULVELLUM FERMENT EXTRACT FILTRATE,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/ALCHEMILLA VULGARIS/ACHILLEA MILLEFOLIUM/BORAGO OFFICINALIS/EUCALYPTUS GLOBULUS/HELICHRYSUM ARENARIUM FERMENT EXTRACT FILTRATE,"ANTIOXIDANT, SKIN CONDITIONING"
SACCHAROMYCES/ALOE BARBADENSIS LEAF/APPLE FRUIT/ARTEMISIA PRINCEPS LEAF/GRAPE FRUIT/PRUNUS MUME FRUIT/PUMPKIN/TOMATO FRUIT FERMENT FILTRATE,SKIN CONDITIONING
SACCHAROMYCES/APPLE FRUIT FERMENT EXTRACT FILTRATE,"HUMECTANT, SKIN CONDITIONING"
SACCHAROMYCES/BITTER ORANGE BRANCH/LEAF FERMENT EXTRACT FILTRATE,"ANTI-SEBUM, ANTIMICROBIAL, HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/BITTER ORANGE FRUIT FERMENT EXTRACT FILTRATE,"ANTI-SEBUM, ANTIMICROBIAL, HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/CAMELLIA JAPONICA FLOWER EXTRACT/ATELOCOLLAGEN FERMENT FILTRATE,HUMECTANT
SACCHAROMYCES/CAMELLIA JAPONICA FLOWER FERMENT FILTRATE,SKIN CONDITIONING - HUMECTANT
SACCHAROMYCES/CITRUS GRANDIS PEEL/DENDROPANAX MORBIFERA BRANCH/LEAF FERMENT EXTRACT,"SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
SACCHAROMYCES/COLLAGEN/PINEAPPLE FRUIT JUICE FERMENT FILTRATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/CONNARUS RUBER STEM/GLUCOSE FERMENT FILTRATE,SKIN PROTECTING
SACCHAROMYCES/CORN KERNEL EXTRACT/HOPS EXTRACT/MALT EXTRACT FERMENT EXTRACT FILTRATE,"SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
SACCHAROMYCES/FIG FRUIT/LEAF EXTRACT FERMENT LYSATE FILTRATE,SKIN PROTECTING
SACCHAROMYCES/FLUORIDE FERMENT,SKIN CONDITIONING
SACCHAROMYCES/GLUCOSE/REYNOUTRIA SACHALINENSIS ROOT FERMENT FILTRATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/HYDROLYZED OYSTER FERMENT EXTRACT,HUMECTANT
SACCHAROMYCES/HYDROLYZED POPULUS ALBA/TREMULA WOOD FERMENT FILTRATE,"ANTIMICROBIAL, ASTRINGENT, VISCOSITY CONTROLLING"
SACCHAROMYCES/HYDROLYZED RICE FERMENT FILTRATE,"ANTI-SEBUM, ASTRINGENT, HUMECTANT, SKIN CONDITIONING"
SACCHAROMYCES/LENTIL SEED FERMENT EXTRACT,SKIN CONDITIONING - EMOLLIENT
SACCHAROMYCES/MALT EXTRACT FERMENT FILTRATE,SKIN CONDITIONING
SACCHAROMYCES/MALT/MOLASSES/ZINC FERMENT EXTRACT,SKIN CONDITIONING - HUMECTANT
SACCHAROMYCES/PERILLA OCYMOIDES LEAF/RICE/ZIZIPHUS JUJUBA FRUIT FERMENT FILTRATE,"HUMECTANT, SKIN CONDITIONING"
SACCHAROMYCES/PINEAPPLE FRUIT JUICE/COLLAGEN FERMENT FILTRATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/RAPESEED OIL FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, FRAGRANCE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/RICE EXTRACT FERMENT FILTRATE,SKIN CONDITIONING
SACCHAROMYCES/RICE/RICE BRAN FERMENT FILTRATE,"ANTIOXIDANT, HAIR CONDITIONING, ORAL CARE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SACCHAROMYCES/ROSA DAMASCENA FLOWER WATER FERMENT FILTRATE,SKIN CONDITIONING - EMOLLIENT
SACCHAROMYCES/SANTALUM ALBUM WOOD/HONEY FERMENT FILTRATE,SKIN CONDITIONING - EMOLLIENT
SACCHAROMYCES/SELENIUM FERMENT,NOT REPORTED
SACCHAROMYCES/SUCROSE FERMENT EXTRACT,FRAGRANCE
SACCHAROMYCES/SUGARCANE JUICE EXTRACT FERMENT EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SACCHAROMYCES/TORULASPORA DELBRUECKII/VITIS LABRUSCA FRUIT FERMENT FILTRATE EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING"
SACCHAROMYCES/TRANSGALACTOSYLATED LACTOSE FERMENT FILTRATE EXTRACT,"HUMECTANT, SKIN CONDITIONING"
SACCHAROMYCES/ZINC/MAGNESIUM/CALCIUM/GERMANIUM/SELENIUM FERMENT,NOT REPORTED
SACCHAROMYCOPSIS FERMENT FILTRATE,"SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - HUMECTANT"
SACCHAROMYCOPSIS/POLYGONUM CUSPIDATUM ROOT EXTRACT FERMENT FILTRATE,"ANTIOXIDANT, SKIN CONDITIONING - HUMECTANT"
SACCHARUM OFFICINARUM BAGASSE POWDER,"HUMECTANT, SKIN CONDITIONING, SURFACTANT - CLEANSING"
SACCHARUM OFFICINARUM JUICE EXTRACT,"DEODORANT, SKIN CONDITIONING"
SACCHARUM OFFICINARUM LEAF/STEM POWDER,"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
SACCHARUM OFFICINARUM WAX,"BINDING, EMULSION STABILISING, SKIN PROTECTING"
SAFFLOWER ACID,"CLEANSING, SURFACTANT - CLEANSING"
SAFFLOWER FLOWER/(ACHILLEA MILLEFOLIUM/CALENDULA OFFICINALIS FLOWER/LEAF/STEM)/(VACCINIUM MYRTILLUS/VITEX AGNUS-CASTUS FRUIT)/RHUS CHINENSIS GALL/(CAMELLIA SINENSIS/NETTLE LEAF)/DICHROA FEBRIFUGA ROOT/GRAPE SEED/(JUNIPERUS COMMUNIS STEM/LEAF)/ACACIA CATECHU WOOD/GOLDENROD/HYPERICUM PERFORATUM EXTRACT,EYELASH CONDITIONING
SAFFLOWER GLYCERIDE,"SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
SAFFLOWER SEED OIL GLYCERETH-8 ESTERS,"CLEANSING, FILM FORMING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
SAFFLOWEROYL CYSTEINE,SKIN CONDITIONING
SAKURANETIN,SKIN PROTECTING
SALACIA RETICULATA ROOT/STEM POWDER,SKIN CONDITIONING
SALCOLIN,"SKIN CONDITIONING, SKIN PROTECTING"
SALICIN,SKIN CONDITIONING
SALICYLALDEHYDE,FRAGRANCE
SALICYLAMIDE,KERATOLYTIC
SALICYLOYL PHYTOSPHINGOSINE,SKIN CONDITIONING
SALICYLOYLHYDROXAMIC ACID,"CHELATING, SKIN CONDITIONING"
SALIX ALBA BARK POWDER,"ABRASIVE, ABSORBENT, SKIN CONDITIONING, SKIN PROTECTING"
SALIX ALBA BARK WATER,"ASTRINGENT, SKIN CONDITIONING, SOOTHING, TONIC"
SALMON EGG EXTRACT,NOT REPORTED
SALMON OIL,SKIN CONDITIONING
SALNACEDIN,"ANTIOXIDANT, SKIN CONDITIONING"
SALT MINE MUD,"ABRASIVE, ABSORBENT, ASTRINGENT, SKIN CONDITIONING"
SALVIA APIANA OIL,"FLAVOURING, FRAGRANCE, PRESERVATIVE"
SALVIA APIANA POWDER,"FLAVOURING, FRAGRANCE, PRESERVATIVE"
SALVIA BLEPHAROPHYLLA EXTRACT,SKIN CONDITIONING - HUMECTANT
SALVIA DORISIANA LEAF EXTRACT,SKIN CONDITIONING
SALVIA HAENKEI WATER,SKIN CONDITIONING - EMOLLIENT
SALVIA HISPANICA SEED,ABRASIVE
SALVIA HISPANICA SEED POWDER,ABRASIVE
SALVIA OFFICINALIS CALLUS LYSATE,ANTIOXIDANT
SALVIA OFFICINALIS FLOWER/LEAF/STEM JUICE,ANTIOXIDANT
SALVIA OFFICINALIS LEAF,"FRAGRANCE, SKIN PROTECTING, TONIC"
SALVIA OFFICINALIS LEAF OIL,PROPELLANT
SALVIA OFFICINALIS LEAF POWDER,EXFOLIATING
SALVIA OFFICINALIS LEAF WATER,"FRAGRANCE, SKIN CONDITIONING"
SALVIA OFFICINALIS WATER,SKIN CONDITIONING
SALVIA SCLAREA FLOWER/LEAF/STEM CERA,SKIN PROTECTING
SALVIA SCLAREA FLOWER/LEAF/STEM WAX,NOT REPORTED
SALVIANOLIC ACID B,"SKIN CONDITIONING, SKIN PROTECTING"
SAMBUCUS NIGRA CERA,FRAGRANCE
SAMBUCUS NIGRA FLOWER,SKIN CONDITIONING
SAMBUCUS NIGRA FLOWER JUICE,SKIN CONDITIONING
SAMBUCUS NIGRA FLOWER POWDER,EXFOLIATING
SAMBUCUS NIGRA FLOWER WATER,SKIN CONDITIONING
SAMBUCUS NIGRA FRUIT JUICE,"ASTRINGENT, SKIN CONDITIONING"
SAMBUCUS NIGRA WATER,FRAGRANCE
SAMBUCUS NIGRA WAX,FRAGRANCE
SAND,ABRASIVE
SANDALORE,HAIR CONDITIONING
SANGUINARIA CANADENSIS POWDER,EXFOLIATING
SANGUISORBA OFFICINALIS ROOT/STALK POWDER,"ABRASIVE, SKIN PROTECTING"
SANGUISORBA OFFICINALIS XYLEM SAP,SKIN CONDITIONING
SANTALOL,PERFUMING
SANTALUM ACUMINATUM FRUIT POWDER,"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
SANTALUM ALBUM,SKIN CONDITIONING
SANTALUM ALBUM WOOD POWDER,SKIN CONDITIONING
SANTALUM AUSTROCALEDONICUM WOOD EXTRACT,SKIN CONDITIONING - EMOLLIENT
SANTALUM AUSTROCALEDONICUM WOOD POWDER,EXFOLIATING
SANTALUM AUSTROCALEDONICUM WOOD WATER,SKIN CONDITIONING
SANTALUM PANICULATUM WOOD WATER,"ANTI-SEBUM, ANTIMICROBIAL, FRAGRANCE, PRESERVATIVE"
SANTALUM SPICATUM SHELL POWDER,SKIN CONDITIONING
SANTALUM SPICATUM WOOD WATER,"SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING"
SAPINDUS MUKOROSSI FRUIT POWDER,HAIR CONDITIONING
SAPINDUS MUKOROSSI SEED,SKIN CONDITIONING
SAPINDUS SAPONARIA FRUIT EXTRACT,"ANTIOXIDANT, CLEANSING, SURFACTANT - CLEANSING"
SAPONARIA OFFICINALIS FLOWER/LEAF/STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SAPONARIA OFFICINALIS LEAF/ROOT/STEM POWDER,"CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
SAPONARIA OFFICINALIS ROOT POWDER,"CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
SAPONINS,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
SAPONINYL ACETOSTEARDIMONIUM CHLORIDE,"ANTI-SEBORRHEIC, HAIR CONDITIONING, SKIN CONDITIONING"
SAPOSHNIKOVIA DIVARICATA CALLUS CULTURE CONDITIONED MEDIA,SKIN CONDITIONING
SAPPHIRE POWDER,OPACIFYING
SARCANDRA GLABRA LEAF EXTRACT,ANTIOXIDANT
SARCOSINE,SKIN CONDITIONING
SARCOTHALIA CRISPATA,"CLEANSING, SURFACTANT - CLEANSING"
SARGACHROMANOL A,SKIN CONDITIONING
SARGACHROMANOL B,SKIN CONDITIONING
SARGACHROMANOL C,SKIN CONDITIONING
SARGACHROMANOL D,SKIN CONDITIONING
SARGACHROMANOL E,SKIN CONDITIONING
SARGACHROMANOL F,SKIN CONDITIONING
SARGASSUM AQUIFOLIUM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SARGASSUM FLUITANS/NATANS EXTRACT,EMULSION STABILISING
SARGASSUM HORNERI POWDER,"HUMECTANT, SKIN CONDITIONING - HUMECTANT"
SARGASSUM ILICIFOLIUM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SARGASSUM MACROCARPUM EXTRACT,SKIN CONDITIONING - EMOLLIENT
SARSASAPOGENIN,SKIN CONDITIONING
SASA KURILENSIS WATER,SKIN CONDITIONING
SASA SENANENSIS LEAF POWDER,"ABSORBENT, DEODORANT, FLAVOURING, OPACIFYING, PERFUMING, SKIN CONDITIONING"
SASA VEITCHII,SKIN CONDITIONING
SASA VEITCHII LEAF POWDER ,HUMECTANT
SATURATED METHYLENE DIPHENYL DIISOCYANATE,NOT REPORTED
SAUSSUREA LAPPA ROOT POWDER,SKIN CONDITIONING
SAUSSUREA PULCHELLA LEAF EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SAUSSUREA PULCHELLA LEAF POWDER,SKIN CONDITIONING
SAXIFRAGA SARMENTOSA WATER,SKIN CONDITIONING
SAXIFRAGA STOLONIFERA LEAF POWDER,SKIN CONDITIONING
SAXIFRAGA STOLONIFERA WATER,SKIN CONDITIONING
SCALLOP SHELL POWDER,DEODORANT
SCENTENAL,PERFUMING
SCHINUS TEREBINTHIFOLIUS SEED OIL,NOT REPORTED
SCHINZIOPHYTON RAUTANENII KERNEL POWDER,ABRASIVE
SCHISANDRA CHINENSIS BRANCH EXTRACT,SKIN CONDITIONING - HUMECTANT
SCHISANDRA CHINENSIS EXTRACT,SKIN CONDITIONING - HUMECTANT
SCHISANDRA CHINENSIS FRUIT,SKIN CONDITIONING
SCHISANDRA CHINENSIS FRUIT POWDER,SKIN CONDITIONING
SCHISANDRA CHINENSIS FRUIT WATER,"FRAGRANCE, SKIN CONDITIONING"
SCHISANDRA CHINENSIS FRUIT/CASSIA TORA SEED FERMENT EXTRACT FILTRATE,"PRESERVATIVE, SKIN CONDITIONING - HUMECTANT"
SCHISANDRA CHINENSIS LEAF EXTRACT,ANTIOXIDANT
SCHISANDRA CHINENSIS SEED OIL,"ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT"
SCHISANDRIN,BLEACHING
SCHIST,ABRASIVE
SCHIST EXTRACT,SKIN CONDITIONING
SCHIZANDRA NIGRA FRUIT EXTRACT,SKIN CONDITIONING
SCHIZANDRA SPHENANTHERA FRUIT EXTRACT,"ANTI-SEBUM, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
SCHIZOCHYTRIUM AGGREGATUM OIL,SKIN CONDITIONING - EMOLLIENT
SCHIZOCHYTRIUM LIMACINUM OIL,"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SCHIZOPHYLLAN,HUMECTANT
SCHIZOPHYLLUM COMMUNE MYCELIUM,"SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - HUMECTANT, SKIN CONDITIONING - MISCELLANEOUS"
SCHIZOPHYLLUM COMMUNE/ASPARAGUS COCHINCHINENSIS ROOT/SOYBEAN GERM FERMENT FILTRATE EXTRACT,"HAIR CONDITIONING, SKIN CONDITIONING"
SCHIZOPHYLLUM COMMUNE/CENTELLA ASIATICA LEAF FERMENT FILTRATE EXTRACT,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
SCHIZOTHRIX CALCICIOLA EXTRACT,SKIN CONDITIONING
SCINAIA FURCELLATA EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SCIRPUS KARUISAWENSIS EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
SCIRPUS RADICANS EXTRACT,"SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
SCLAREOL,PERFUMING
SCLAREOLIDE,"FRAGRANCE, PERFUMING, SKIN CONDITIONING"
SCLEROCARYA BIRREA SEED POWDER,ABRASIVE
SCLEROCARYA BIRREA SEEDCAKE,"ABRASIVE, SKIN CONDITIONING"
SCLEROTIUM GUM,"EMULSION STABILISING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
SCOPARONE,ANTIOXIDANT
SCORDININE,SKIN CONDITIONING
SCUTELLARIA BAICALENSIS CALLUS CULTURE,SKIN CONDITIONING
SCUTELLARIA BAICALENSIS ROOT OIL,ORAL CARE
SCUTELLARIA BAICALENSIS ROOT POWDER,"ABRASIVE, FRAGRANCE, SKIN PROTECTING"
SCUTELLARIA GALERICULATA LEAF,SKIN CONDITIONING
SCUTELLARIA LATERIFLORA FLOWER POWDER,SKIN CONDITIONING
SCYMNOL,ANTIOXIDANT
SD ALCOHOL 1,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 23-A,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 23-F,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 23-H,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 27-B,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 3-A,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 3-B,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 3-C,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 30,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 31-A,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 36,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 37,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 38-B,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 38-C,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 38-D,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 38-F,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 39,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 39-A,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 39-B,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 39-C,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
SD ALCOHOL 39-D,"ASTRINGENT, SOLVENT, VISCOSITY CONTROLLING"
